time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062992077062625,0.008559226989746,0.004887580871582,0.0070571899414062,0.0065326690673828,0.0083446502685546,0.0083446502685546,0.0087738037109375,0.0092983245849609,0.0092983245849609,0.0108242034912109,0.0206947326660156,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,122.384,66.66666666666666,0.0,0.0,245.76,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064717003362095,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0065565109252929,0.0071525573730468,0.0071525573730468,0.0088691711425781,0.0112056732177734,0.0112056732177734,0.0104665756225585,0.0260829925537109,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,113.256,66.66666666666666,0.0,0.0,1.192,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061917660841301,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0169277191162109,0.0169277191162109,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,66.66666666666666,0.0,0.0,1.192,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061395749523865,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.00762939453125,0.00762939453125,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,66.66666666666666,0.0,0.0,1.192,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006263256072998,0.0083684921264648,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062763690948486,0.0083446502685546,0.0,0.0,0.0060558319091796,0.005960464477539,0.005960464477539,0.0077724456787109,0.013589859008789,0.013589859008789,0.0109195709228515,0.0197410583496093,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061798095703125,0.0081300735473632,0.0,0.0,0.0063896179199218,0.0066757202148437,0.0066757202148437,0.0080585479736328,0.0107288360595703,0.0107288360595703,0.0108242034912109,0.01983642578125,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.0081062316894531,0.0061194101969401,0.0089168548583984,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0092029571533203,0.011444091796875,0.011444091796875,0.01220703125,0.0226974487304687,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,66.66666666666666,0.0,0.0,29.176,0.0,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066699333561276,0.0088214874267578,0.0041759219662896,0.0050067901611328,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,139.216,66.66666666666666,0.0,0.0,4547.808,0.0,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063251740861647,0.0083446502685546,0.0048478444417317,0.0074625015258789,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,118.448,66.66666666666666,0.0,0.0,164.96,0.0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064703497556176,0.0092744827270507,0.0043332251043267,0.0054836273193359,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,66.66666666666666,0.0,0.0,1701.736,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065203329816979,0.0085830688476562,0.0047863654370577,0.0061988830566406,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,66.66666666666666,0.0,0.0,513.032,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064918650916559,0.0090599060058593,0.0042006854088075,0.0050067901611328,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,117.192,66.66666666666666,0.0,0.0,5045.024,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063435948310206,0.0085830688476562,0.0046238754734848,0.0063180923461914,0.0,0.00762939453125,0.00762939453125,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,66.66666666666666,0.0,0.0,661.072,0.0,0.0,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0,0.0073909759521484,0.0075817108154296,0.0,0.0110864639282226,0.011754035949707,0.0,0.0,0.0,1.0,1.344,2.272,9.488,0.0,0.0,0.0,114.264,100.0,-24226.454257965088,-6451.189661026001,1.976,0.0,0.0,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006521519143783,0.0088214874267578,0.0052332878112792,0.008702278137207,0.0062147776285807,0.0073909759521484,0.0073909759521484,0.0081539154052734,0.0081062316894531,0.0081062316894531,0.009775161743164,0.0178813934326171,0.0,0.0,0.496,1.36,0.0,0.0,10.776,11.312,117.192,100.0,0.0,0.0,174.608,0.0,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063258023997444,0.0085830688476562,0.0057220458984375,0.0057220458984375,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064537442963698,0.0090599060058593,0.0044183528169672,0.0052452087402343,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,123.64,100.0,0.0,0.0,425.992,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0083446502685546,0.0042915344238281,0.0042915344238281,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064742565155029,0.0088214874267578,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064898939693675,0.0087499618530273,0.0043055273878386,0.0054359436035156,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,132.768,100.0,0.0,0.0,4067.096,0.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061678886413574,0.0085830688476562,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.017404556274414,0.017404556274414,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060784816741943,0.0081062316894531,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064586525532736,0.0092983245849609,0.005960464477539,0.005960464477539,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063115684547234,0.0090599060058593,0.0057220458984375,0.0057220458984375,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.007071541351022,0.0095367431640625,0.0043023716319691,0.0052452087402343,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,139.216,100.0,0.0,0.0,4799.616,0.0,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062918663024902,0.0083684921264648,0.0042915344238281,0.0049352645874023,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,238.832,0.0,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062191486358642,0.0086069107055664,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063192844390869,0.0088214874267578,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062513351440429,0.0083446502685546,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
