time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0079870223999023,0.0065565109252929,0.0,0.0,0.0061511993408203,0.012516975402832,0.0145196914672851,0.0,0.0,0.0081777572631835,0.0116586685180664,0.029158592224121,1.344,2.208,0.0,0.0,7.488,8.464,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0063419342041015,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0084877014160156,0.010999043782552,0.0276565551757812,0.496,1.36,0.0,0.0,12.008,11.968,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0060558319091796,0.0152587890625,0.0152587890625,0.0,0.0,0.0077009201049804,0.0107049942016601,0.0279664993286132,0.496,1.36,0.0,0.0,8.264,7.736,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0062465667724609,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0081062316894531,0.0123500823974609,0.0246524810791015,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0064611434936523,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0088453292846679,0.0112771987915039,0.0283002853393554,0.496,1.36,0.0,0.0,7.488,8.464,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0,0.0065962473551432,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0095367431640625,0.0119368235270182,0.0308036804199218,0.496,1.36,0.0,0.0,12.008,11.968,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0058650970458984,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0081539154052734,0.0104904174804687,0.0246524810791015,0.496,1.36,0.0,0.0,8.264,7.736,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0,0.0,0.006866455078125,0.0109672546386718,0.0109672546386718,0.0,0.0,0.008392333984375,0.0113487243652343,0.0207424163818359,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0067710876464843,0.009775161743164,0.009775161743164,0.0,0.0,0.0084877014160156,0.0117301940917968,0.0234127044677734,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0064611434936523,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0088453292846679,0.0116825103759765,0.0287294387817382,0.496,1.36,0.0,0.0,8.264,7.736,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.005960464477539,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0076770782470703,0.0110626220703125,0.0207901000976562,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0060558319091796,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0076770782470703,0.0115394592285156,0.0216960906982421,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0066757202148437,0.011444091796875,0.011444091796875,0.0,0.0,0.0092506408691406,0.0111103057861328,0.0210285186767578,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0065803527832031,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0086784362792968,0.01220703125,0.0239849090576171,0.496,1.36,0.0,0.0,4.52,3.504,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.009775161743164,0.009775161743164,0.0118017196655273,0.0144243240356445,0.0,0.0138282775878906,0.0138282775878906,0.0128507614135742,0.0198602676391601,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0076770782470703,0.0107765197753906,0.0205039978027343,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0069141387939453,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0095367431640625,0.0123500823974609,0.0242233276367187,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0061511993408203,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0081539154052734,0.0108718872070312,0.0263452529907226,0.496,1.36,0.0,0.0,8.264,7.736,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0178813934326171,0.0178813934326171,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0060200691223144,0.009775161743164,0.009775161743164,0.0,0.0,0.0066041946411132,0.0107288360595703,0.0189542770385742,0.496,1.36,0.0,0.0,4.272,3.704,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.008392333984375,0.0066757202148437,0.0,0.0,0.0062942504882812,0.008702278137207,0.0091791152954101,0.0,0.0,0.0081062316894531,0.0112056732177734,0.0211238861083984,1.344,2.208,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0060558319091796,0.009775161743164,0.009775161743164,0.0,0.0,0.0080108642578125,0.0112771987915039,0.0288009643554687,0.496,1.36,0.0,0.0,8.264,7.736,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.008702278137207,0.009616216023763,0.0,0.0088214874267578,0.0088214874267578,0.0101327896118164,0.0100135803222656,0.0,0.0,0.0,0.496,1.36,8.208,4.352,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127156575520833,0.014352798461914,0.0102519989013671,0.0102519989013671,0.0097274780273437,0.0080347061157226,0.0,0.0154972076416015,0.0154972076416015,0.0133275985717773,0.0112056732177734,0.0,0.0,0.0,0.496,1.36,21.568,33.984,0.0,0.0,1.832,0.0,3940.008521080017,3940.009951591492,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,3940.0092363357535,3940.009903907776,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0073909759521484,0.0108718872070312,0.0213623046875,0.496,1.776,0.0,0.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106096267700195,0.0116586685180664,0.013589859008789,0.013589859008789,0.0,0.0,0.006103515625,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0078201293945312,0.0107765197753906,0.0200271606445312,0.496,1.776,0.0,0.0,3.744,4.232,1.936,0.0,3940.009037653605,3940.01030921936,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072452757093641,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0061988830566406,0.011444091796875,0.011444091796875,0.0,0.0,0.0083684921264648,0.0107526779174804,0.0272512435913085,0.496,1.776,0.0,0.0,8.264,7.736,55.616,0.0,3940.007734298706,3940.009498596192,1.464,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071058086320465,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,58.0,0.0,3940.009276072184,3940.012168884277,1.464,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072383880615234,0.0090837478637695,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068611568874782,0.0084161758422851,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,69.264,0.0,3940.006017684937,3940.006399154663,2.656,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063582222060401,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0066757202148437,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0088691711425781,0.0108718872070312,0.0203132629394531,0.496,1.808,0.0,0.0,3.744,4.232,119.536,0.0,3940.007448196411,3940.008211135864,6.992,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061730445899399,0.009012222290039,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0061511993408203,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0080108642578125,0.0111103057861328,0.0215530395507812,0.496,1.84,0.0,0.0,3.744,4.232,115.44,0.0,3940.0076866149902,3940.008068084717,8.872,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060641765594482,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0066041946411132,0.009775161743164,0.009775161743164,0.0,0.0,0.0086069107055664,0.011444091796875,0.0272989273071289,0.496,1.84,0.0,0.0,8.264,7.736,112.0,0.0,3940.01030921936,3940.0129795074463,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059189488045611,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.904,0.0,0.0,0.0,1.464,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063475995960802,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,114.192,0.0,3940.0076866149902,3940.0076866149902,1.464,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067802485574055,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,132.56,0.0,3940.0073885917664,3940.00883102417,1.656,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064526454056843,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0065803527832031,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0086307525634765,0.0115394592285156,0.0216960906982421,0.496,1.808,0.0,0.0,3.744,4.232,114.416,100.0,0.0,0.0,1.656,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.005960464477539,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0076770782470703,0.0110149383544921,0.0204086303710937,0.496,1.776,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,0.0,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0062465667724609,0.0181198120117187,0.0181198120117187,0.0,0.0,0.0085830688476562,0.0109672546386718,0.0260114669799804,0.496,1.776,0.0,0.0,8.264,7.736,130.144,100.0,0.0,0.0,1.656,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061170378727699,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0064849853515625,0.0221729278564453,0.0221729278564453,0.0,0.0,0.0085830688476562,0.0100135803222656,0.0204086303710937,0.496,1.808,0.0,0.0,10.776,11.312,113.416,100.0,0.0,0.0,3.784,1
