time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069841223569651,0.00762939453125,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0058650970458984,0.0,0.0,0.0,0.0,0.0074386596679687,0.0115394592285156,0.0222206115722656,0.0052885575727982,0.005960464477539,0.496,1.84,0.0,0.0,4.232,3.744,114.344,10.81081081081081,70.248,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083684921264648,0.006728172302246,0.0066757202148437,0.0066757202148437,0.009775161743164,0.009775161743164,0.0062942504882812,0.0,0.0,0.0,0.0,0.0086784362792968,0.0104904174804687,0.0201225280761718,0.0052954021253083,0.0057220458984375,0.496,1.84,0.0,0.0,4.232,3.744,112.0,17.391304347826086,45.896,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0068953471817993,0.0061988830566406,0.0061988830566406,0.0112056732177734,0.0112056732177734,0.006103515625,0.0,0.0,0.0,0.0,0.0086069107055664,0.0110387802124023,0.0293493270874023,0.0054041544596354,0.0058650970458984,0.496,1.84,0.0,0.0,8.464,7.488,118.632,28.57142857142857,36.248,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0069613503937674,0.0064373016357421,0.0064373016357421,0.005960464477539,0.005960464477539,0.0062942504882812,0.0,0.0,0.0,0.0,0.0086784362792968,0.0104904174804687,0.0195980072021484,0.0054935614267985,0.0061273574829101,0.496,1.84,0.0,0.0,4.232,3.744,115.6,11.11111111111111,52.56,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006930662853883,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0,0.0,0.0,0.0,0.0081300735473632,0.0105857849121093,0.0271320343017578,0.0052531560262044,0.0057220458984375,0.496,1.84,0.0,0.0,7.736,8.264,115.6,26.82926829268293,61.2,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0068145011787983,0.0078678131103515,0.0078678131103515,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057781443876378,0.0066280364990234,0.496,1.84,0.0,0.0,0.0,0.0,114.392,19.047619047619047,36.44,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068346659342447,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0,0.0116825103759765,0.0129938125610351,0.0159502029418945,0.0139713287353515,0.0,0.0,0.0,0.0054306454128689,0.0057220458984375,0.496,1.84,1.696,1.696,0.0,0.0,114.392,18.181818181818183,37.776,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068287351238193,0.0095367431640625,0.0095367431640625,0.0066757202148437,0.0066757202148437,0.0058809916178385,0.0,0.0,0.0,0.0,0.0085353851318359,0.0095526377360026,0.0203609466552734,0.0054334339342619,0.0060081481933593,0.496,1.84,0.0,0.0,11.312,10.776,114.728,20.833333333333336,41.176,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069639576015187,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0,0.0,0.0,0.0,0.0077724456787109,0.0117301940917968,0.0215053558349609,0.0052026339939662,0.0057220458984375,0.496,1.84,0.0,0.0,4.232,3.744,114.328,22.22222222222222,63.648,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067207943740768,0.0081062316894531,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0062465667724609,0.0,0.0,0.0,0.0,0.0088691711425781,0.0115871429443359,0.0232219696044921,0.005801518758138,0.0071048736572265,0.496,1.84,0.0,0.0,4.232,3.744,114.344,25.0,25.472,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068881724140431,0.0095367431640625,0.0095367431640625,0.0104904174804687,0.0104904174804687,0.005650520324707,0.0,0.0,0.0,0.0,0.0083446502685546,0.011301040649414,0.0284433364868164,0.0057220458984375,0.0073909759521484,0.496,1.84,0.0,0.0,7.736,8.264,115.984,21.21212121212121,54.688,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068433213942121,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005907482571072,0.0074386596679687,0.496,1.84,0.0,0.0,0.0,0.0,115.872,10.0,19.576,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083208084106445,0.0067488981945679,0.0061988830566406,0.0061988830566406,0.0152587890625,0.0152587890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051801854913884,0.0057220458984375,0.496,1.84,0.0,0.0,0.0,0.0,115.808,35.294117647058826,23.768,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067646823712249,0.005960464477539,0.005960464477539,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144029274964943,0.0249385833740236,0.496,1.84,0.0,0.0,0.0,0.0,117.192,37.096774193548384,346.616,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0073091307682777,0.0057220458984375,0.0066757202148437,0.0141859054565429,0.0165700912475585,0.006103515625,0.0,0.0,0.0,0.0,0.0079631805419921,0.010538101196289,0.0195026397705078,0.0352672042659225,0.1020431518554687,1.344,2.688,0.0,0.0,4.232,3.744,117.192,25.865209471766846,3819.736,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.006981750032795,0.0085830688476562,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0064849853515625,0.0,0.0,0.0,0.0,0.0077724456787109,0.0117301940917968,0.0223636627197265,0.019447556857405,0.0928640365600586,0.496,1.84,0.0,0.0,4.232,3.744,114.264,27.044025157232703,1139.456,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0067329406738281,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0056743621826171,0.0,0.0,0.0,0.0,0.0081062316894531,0.0108957290649414,0.0258445739746093,0.0269229595477764,0.1009464263916015,0.496,1.84,0.0,0.0,7.736,8.264,112.0,23.52941176470588,133.944,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0067651271820068,0.0085830688476562,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,112.0,23.52941176470588,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0065950611930581,0.0083446502685546,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0067540069124591,0.0095367431640625,0.0095367431640625,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006665044756078,0.0088214874267578,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0061511993408203,0.0,0.0,0.0,0.0,0.0080585479736328,0.0103950500488281,0.0195980072021484,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067243528603321,0.0069141387939453,0.0069141387939453,0.0078678131103515,0.0078678131103515,0.0056266784667968,0.0,0.0,0.0,0.0,0.0070095062255859,0.0103473663330078,0.0195980072021484,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,117.192,100.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0067611238849696,0.0085830688476562,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0,0.0,0.0,0.0,0.0084400177001953,0.0103950500488281,0.025486946105957,0.0,0.0,0.496,1.808,0.0,0.0,7.736,8.264,117.192,100.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067019462585449,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0066041946411132,0.0064373016357421,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067615509033203,0.0071525573730468,0.0071525573730468,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0065950611930581,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0061988830566406,0.0058650970458984,0.0,0.0,0.0,0.0,0.0075340270996093,0.0109195709228515,0.0201702117919921,0.0112056732177734,0.0112056732177734,0.496,1.776,0.0,0.0,4.232,3.744,113.256,0.0,1.192,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0064562802291035,0.00762939453125,0.00762939453125,0.0123977661132812,0.0123977661132812,0.0056266784667968,0.0,0.0,0.0,0.0,0.0072002410888671,0.0108242034912109,0.0214576721191406,0.0078678131103515,0.0078678131103515,0.496,1.776,0.0,0.0,4.232,3.744,113.256,0.0,1.192,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0067077465911409,0.0071525573730468,0.0071525573730468,0.0090599060058593,0.0090599060058593,0.0059843063354492,0.0,0.0,0.0,0.0,0.0083684921264648,0.0109434127807617,0.0259876251220703,0.00762939453125,0.00762939453125,0.496,1.776,0.0,0.0,7.736,8.264,113.256,0.0,1.192,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0068007163631105,0.0083446502685546,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047898683391633,0.005960464477539,0.496,1.84,0.0,0.0,0.0,0.0,143.152,21.29032258064516,936.736,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0065962473551432,0.0095367431640625,0.0095367431640625,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052268688495342,0.0061511993408203,0.496,1.84,0.0,0.0,0.0,0.0,117.192,7.142857142857142,99.08,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0066268444061279,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,112.0,7.142857142857142,0.0,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067651271820068,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0088214874267578,0.0063419342041015,0.0,0.0,0.0,0.0,0.008249282836914,0.0107765197753906,0.0206947326660156,0.0069141387939453,0.009012222290039,0.496,1.808,0.0,0.0,4.232,3.744,112.0,0.0,20.48,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067516869189692,0.00762939453125,0.00762939453125,0.011444091796875,0.011444091796875,0.0054836273193359,0.0,0.0,0.0,0.0,0.0070571899414062,0.0102519989013671,0.0196456909179687,0.0056303464449368,0.0061511993408203,0.496,1.776,0.0,0.0,4.232,3.744,120.48,35.0,27.016,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0068020112443678,0.0066757202148437,0.0066757202148437,0.0140666961669921,0.0140666961669921,0.005650520324707,0.0,0.0,0.0,0.0,0.0077009201049804,0.0104427337646484,0.0267744064331054,0.0059723854064941,0.0071525573730468,0.496,1.84,0.0,0.0,7.736,8.264,115.536,20.0,40.352,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008559226989746,0.0066757202148437,0.0109672546386718,0.0109672546386718,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0081539154052734,0.496,1.84,0.0,0.0,0.0,0.0,115.6,16.666666666666664,21.728,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006737400643268,0.00762939453125,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.006723403930664,0.496,1.808,0.0,0.0,0.0,0.0,114.328,16.666666666666664,10.856,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0066353907039509,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0,0.0127553939819335,0.0128746032714843,0.0170707702636718,0.0172376632690429,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.496,1.84,1.696,1.696,0.0,0.0,114.392,0.0,2.104,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0067682408574801,0.0066757202148437,0.0066757202148437,0.0123977661132812,0.0123977661132812,0.0056743621826171,0.0,0.0,0.0,0.0,0.0071525573730468,0.0102519989013671,0.0192642211914062,0.0065167744954427,0.0078678131103515,0.496,1.84,0.0,0.0,4.232,3.744,114.424,0.0,13.104,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0067848471266713,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0055789947509765,0.0,0.0,0.0,0.0,0.0070571899414062,0.0105857849121093,0.0201225280761718,0.0057617823282877,0.0061988830566406,0.496,1.84,0.0,0.0,4.232,3.744,115.384,40.0,16.016,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068488998792657,0.0109672546386718,0.0109672546386718,0.0143051147460937,0.0143051147460937,0.0056266784667968,0.0,0.0,0.0,0.0,0.0081300735473632,0.0107526779174804,0.0258445739746093,0.0056425730387369,0.0065326690673828,0.496,1.84,0.0,0.0,7.736,8.264,115.384,40.0,22.424,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0067243528603321,0.0064373016357421,0.0064373016357421,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0071455105184921,0.0121593475341796,0.0121593475341796,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325149959988064,0.1013755798339843,0.496,1.808,0.0,0.0,0.0,0.0,122.696,26.710097719869708,1979.048,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0070427904034605,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010532491347369,0.006103515625,0.496,1.84,0.0,0.0,0.0,0.0,116.224,24.107142857142858,563.288,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069082079835199,0.0083446502685546,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0057697296142578,0.0,0.0,0.0,0.0,0.0074386596679687,0.0117778778076171,0.0229358673095703,0.0112160392429517,0.0061988830566406,0.496,1.84,0.0,0.0,4.232,3.744,114.968,19.5,1398.648,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0067389011383056,0.0083446502685546,0.0104427337646484,0.0122785568237304,0.0156164169311523,0.0064373016357421,0.0,0.0,0.0,0.0,0.0086307525634765,0.0116348266601562,0.0231742858886718,0.0,0.0,1.344,2.688,0.0,0.0,4.232,3.744,113.896,19.5,0.0,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0070790153237717,0.0090599060058593,0.0090599060058593,0.0121593475341796,0.0121593475341796,0.0057220458984375,0.0,0.0,0.0,0.0,0.0077486038208007,0.0109195709228515,0.0270366668701171,0.005088354411878,0.0061273574829101,0.496,1.84,0.0,0.0,7.736,8.264,117.192,17.391304347826086,687.136,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0073126892545329,0.0078678131103515,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050597149750282,0.0054836273193359,0.496,1.808,0.0,0.0,0.0,0.0,117.192,22.666666666666664,3515.776,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067362144811829,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052154064178466,0.0065565109252929,0.496,1.84,0.0,0.0,0.0,0.0,117.192,36.0,107.392,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068043718243589,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056326389312744,0.0071048736572265,0.496,1.84,0.0,0.0,0.0,0.0,117.888,38.46153846153847,36.208,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069589898137762,0.0066757202148437,0.0066757202148437,0.0121593475341796,0.0121593475341796,0.0063419342041015,0.0,0.0,0.0,0.0,0.0078678131103515,0.0109672546386718,0.0218868255615234,0.1125788354307831,0.3242015838623047,0.496,1.84,0.0,0.0,4.232,3.744,116.752,24.69536961819659,10633.48,1
